time,0.08,0.08,0.08,0.08,0.08,0.08,0.08,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,14,14,14,14,14,14,14,14,14,14,30,30,30,30,30,30,30,30,90,90,90,90,90,90,90,90,90,90,90,90,180,180,180,180,180,180,180,180
level,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW
BC018696,-0.416756,-1.064406,-1.129656,-0.091086,-0.864656,-0.139486,-0.876156,0.408224,-0.754106,0.395534,0.252474,-0.130806,0.796014,0.086314,-0.027716,-0.110286,0.866374,1.194444,0.049984,0.317434,0.206344,1.315194,0.323274,0.109184,0.232594,0.235044,0.341534,-1.326126,0.838564,0.744934,0.549584,0.478784,0.455854,-0.093726,0.752144,-0.000326,0.370164,-0.220946,-0.415566,-0.286366,0.746434,-0.279256,-0.376866,-0.382656,0.168024,-0.480019179,-0.538933511,-0.547178622,-0.556136526,-0.569999906,-0.776416465,-0.43784975,-0.532228363,-0.554260845,0.017213042,-0.170719215,-0.09464095,-0.13900374,-0.10683308,-0.509740545,-0.337591048,-0.273071166,-0.254126043,-0.088208662,-0.349307731,-0.508068417,-0.377452918,-0.335231468,-0.38401915,-0.195785986,-0.469401082,-0.518149407,-0.367264112
NM_000123,-0.156678,0.018012,0.142302,-0.125918,-0.437928,-0.284668,-0.410648,0.334012,-0.786318,0.090072,0.029942,0.449742,0.678852,0.324072,-0.850598,0.323322,0.446172,0.764492,0.077592,0.258062,0.118922,0.929552,0.320312,0.380822,0.260262,-0.023598,0.478602,-0.939368,0.489692,0.751742,0.732532,0.437082,0.517152,0.214192,0.766182,-0.188288,0.434462,0.183632,-0.218058,0.216542,0.720172,-0.165528,-0.153458,0.041112,0.569142,-0.125934065,0.082750167,-0.069504364,-0.165940641,-0.050379084,-0.43506689,-0.103540095,-0.082770313,-0.197724916,-0.055805968,-0.144152815,-0.165982328,0.180493308,0.101241206,-0.08418284,0.170975269,-0.318081663,0.084295343,0.160223219,-0.063034185,0.067343233,0.227113426,0.072779653,0.106310188,0.141470183,0.455817203,0.215162139,0.440784659
X63556,-0.876042,-0.164242,-1.652942,0.127918,-0.737722,-0.007022,-0.550132,-1.056162,-1.348582,-0.161712,-0.606972,-1.347122,-1.018162,-2.074002,-1.138992,-0.095872,0.023648,-0.440012,-0.040022,-0.124272,-0.195492,-0.496532,-0.226022,-0.129922,-0.026542,-0.354372,-0.042572,-1.619362,-0.415672,-0.798132,-0.292302,-0.536922,-0.328502,-0.186372,-0.523202,-0.781772,-0.363502,-0.018682,0.413298,0.568758,-0.558732,0.273398,-0.061162,0.273238,0.309978,0.2459553,0.246687716,-0.025018037,-0.172490967,0.281445143,-0.085245349,-0.019401727,0.084342068,0.111861625,0.153495091,-0.134356222,0.372310676,0.314436672,0.557976176,-0.18177431,-0.099954644,-0.509841704,-0.340559001,-0.508805021,-0.24076607,0.004749624,-0.327712527,-0.013323285,-0.243064162,-0.271734956,-0.509102121,-0.334706735,-0.828770865
BC015045,-0.349758,-0.887698,-0.893378,-0.299958,-0.491718,-0.124558,-0.626878,0.211842,-0.526758,-0.177308,-0.458468,-0.036518,0.267192,-0.069248,-1.535758,-0.331638,0.407102,0.537092,0.132882,0.238092,0.809892,0.908722,0.109922,0.248382,-0.152718,-0.182388,-0.131238,-0.811358,0.071192,-0.024478,0.191432,-0.276148,0.077452,-0.512558,0.143102,-0.443138,0.195882,-0.059198,-0.243508,-0.136828,0.472382,-0.094588,-0.280798,0.130782,0.437692,-0.207540647,-0.085929387,-0.782596053,-0.05189224,-0.793955224,-0.40768321,-0.271539897,-0.025661383,0.339720549,-1.062629888,-0.31413917,-0.752075726,-0.48054434,-0.570303037,0.511575723,-0.150955425,0.327309499,0.320444765,-0.547705389,0.105590271,-0.468447903,0.18167924,-0.498764815,0.284808107,-0.620082799,-0.054731942,-0.015137425,0.687100823
AC073261,-0.116646,-0.265696,-0.029786,0.393934,-0.331006,0.129254,-0.468976,1.002544,-0.212606,0.369364,-0.097986,0.055584,0.962894,0.399944,-0.346976,0.412144,1.855424,2.008054,2.606644,1.762124,2.255194,2.516124,1.941384,1.916624,1.640644,0.947214,0.641814,0.274744,1.474244,1.874874,1.733794,1.560284,1.433964,0.966764,1.646514,0.923734,0.899814,0.721774,1.337924,1.176434,1.227524,0.681564,1.160684,0.991094,1.702354,-0.345618494,-0.309906824,-0.105905181,-0.051746258,-0.060313093,0.081763969,-0.106924801,-0.079445545,-0.010307239,0.765055778,0.027288768,0.256385368,0.267404418,0.121717641,0.356877412,-0.150174237,0.279536501,-0.369503534,-0.744676811,0.175575405,0.145049984,0.070076466,-0.080069577,0.193513893,-0.10981859,0.02341004,-0.007955641,0.251019581
AF113209,-0.114772,-0.232562,-0.496102,0.479968,-0.231342,0.073978,-0.352232,0.996468,-0.540962,0.631328,0.583488,0.339528,0.991728,0.550968,0.065418,0.201578,1.142528,1.380998,0.500368,0.954958,0.766598,1.625798,0.349358,0.444708,0.458928,0.153668,0.361618,-1.169462,0.749538,0.648898,0.711918,0.442078,0.453198,-0.297942,0.864918,-0.051122,0.573828,-0.107942,0.218398,0.154718,0.799178,-0.147032,0.219368,-0.113712,0.736118,0.340481238,0.339565504,0.593078992,0.668446676,0.248482015,0.259150442,0.803393916,0.431357624,0.321539376,0.364668311,0.245325405,0.153678546,0.262223796,0.542548015,0.147878712,0.179846756,0.247741216,0.099524887,0.256551715,0.364258687,0.092643376,0.188788734,0.258567203,0.502965741,0.130932905,0.19885769,0.00679444,0.046685241
NM_033500,0.280756,0.235816,0.050206,0.584236,0.200246,0.449676,-0.125334,1.300896,0.075196,1.075756,0.977676,1.042476,1.526476,0.761796,0.361256,0.463456,1.529126,1.312996,0.653536,1.137526,1.197016,1.564676,0.570156,0.595786,0.421026,0.370726,0.525826,-0.793874,0.763816,0.794296,0.800106,0.462356,0.750686,0.154556,0.758136,0.163316,0.600836,0.079666,0.170816,0.128186,0.795796,-0.112154,0.196696,0.399876,0.666416,-0.051296707,-0.100050722,-0.059260547,0.168244146,-0.068337875,-0.074856254,-0.092576324,-0.028686186,0.115899133,-0.073190734,0.041485962,-0.033787444,0.130392419,-0.018532734,0.030553938,0.039052785,0.08140713,0.018074094,0.05117449,-0.076560883,0.03043056,0.007005008,0.079735446,-0.067996399,0.086962004,0.092011501,0.073715364,-0.098839668
NM_000232,-0.162612,-0.053492,-0.106782,-0.056342,0.268808,-0.306502,-0.277332,-0.749432,0.044718,-0.908992,0.391318,-0.381792,-0.181122,-0.202982,-0.362632,0.225698,-0.898972,-0.257402,-0.484342,-0.084262,-0.832612,0.010638,-0.547682,-0.059972,-0.581962,-0.356882,-0.088872,-0.265712,-0.269982,-0.223032,-0.481072,-0.414242,-0.345172,-0.599042,-0.378932,-0.414982,-0.193942,0.031728,-0.122512,0.618838,-0.854212,0.675098,0.352018,-0.125272,-0.317942,0.034641278,-0.707398217,-0.365808421,-0.215676405,0.195146525,0.159951526,-0.287815447,0.273462577,-0.353536802,0.171180428,0.119826196,-0.189983187,0.068184789,0.073075246,-0.006129916,0.129892648,-0.347918687,0.065258345,-0.039897735,0.184983779,-0.292636442,-0.211118099,0.130502973,-0.259776816,-0.202801939,-0.030151682,0.406218198,0.120773933
NM_000239,2.121348,1.808548,1.559838,1.742018,1.485888,0.554588,1.161848,2.034948,0.991538,2.411928,1.946528,3.104788,1.877788,1.932998,1.386068,2.645278,0.907678,0.868398,1.657968,1.224718,2.312588,1.060698,1.289848,1.227138,2.251278,0.349658,0.964878,0.621258,0.339318,0.780058,0.988268,0.659278,1.193858,1.147008,0.779028,0.704838,-0.139582,0.619758,1.749158,0.860368,0.335858,0.338998,0.224898,0.816878,0.521098,4.031127734,2.804245527,3.742128167,7.414659162,3.470519746,3.313937317,3.045374808,2.735927164,2.739323868,3.105299888,2.974650797,3.161360367,3.044657506,2.403131279,3.979081765,3.86558473,3.643172597,4.118673783,3.879521894,3.974261653,3.429383574,3.216903731,2.757733893,4.219457989,2.964842511,2.780379809,3.358592863,3.378540823
AC083902,0.142814,-0.500096,0.086674,-0.106526,-0.385096,0.002574,0.224764,-0.331146,-0.022826,0.072464,-0.282496,0.054314,-0.267596,-0.378666,0.825704,-0.256736,-0.057516,-0.375366,-0.093276,-0.390916,-0.171056,-0.545346,-0.094766,-0.154806,0.067484,0.467284,-0.194906,1.564264,-0.275736,0.009764,-0.429436,0.424734,-0.061086,0.282144,-0.405226,0.751414,-0.302846,-0.168376,-0.534316,-0.112786,-0.439126,-0.465936,0.194184,-0.074096,-0.276866,0.808426848,0.060167877,0.181618662,0.037673599,1.100541065,-0.13262258,0.210794804,-0.691330707,-0.409222273,0.306086082,0.390985474,0.659365396,0.220349872,0.043659386,0.147783702,1.137435866,-0.279673038,1.482880537,0.751201492,0.255092388,-0.497063326,-0.170622872,-0.089781338,-0.140177316,0.145792505,0.009610056,0.584790692,-0.364961106
NM_000255,-0.748026,-0.645616,-0.333096,-0.294096,-0.005876,-0.878776,-0.398616,-0.082266,-0.097776,0.500114,0.068974,0.444194,-0.101946,-0.343906,0.014624,0.254344,-0.565796,-0.185706,-0.006366,0.317044,-0.155326,-0.286706,-0.226816,-0.447656,0.285514,-0.848706,-0.839366,-1.290456,-0.704686,-0.850426,-0.742716,-0.843666,-0.548026,-1.318596,-0.160706,-1.009506,-0.499356,-0.119146,-0.497526,0.313084,-0.813466,-0.769956,-0.215276,-0.553246,0.064244,-0.256938648,-0.229332992,-0.201834488,-0.094058597,-0.105674803,0.267246436,0.088842954,0.046768136,-0.277289528,-0.129087269,-0.344561914,-0.13672714,-0.330654633,0.008232884,-0.146130578,-0.237019632,-0.345552725,-0.757563142,-0.364695184,-0.314575795,-0.379379705,-0.403868627,-0.419096309,-0.56408799,-0.323935382,-0.1212357,-0.583572531,-0.450521988
L00160,1.352724,1.627434,1.815664,1.550734,0.520844,0.749844,0.388414,2.136224,0.634474,1.649034,1.403704,1.561764,2.235344,1.693714,2.153834,1.117994,1.802974,1.580724,1.299184,1.367394,1.483844,2.210874,1.343594,1.088534,1.451614,0.471744,0.852314,-0.622916,1.062314,1.135204,1.105984,0.828004,1.338084,0.692054,1.162184,0.097824,0.546684,0.261884,0.402724,0.575714,0.987014,-0.114266,0.227224,0.230134,1.074824,0.91910927,0.112294096,0.231099092,0.099482627,1.032662796,-0.084528992,0.395752918,-0.642572764,-0.325023634,0.35870024,0.398483304,0.585492024,0.192720089,0.039510301,0.101200662,1.284375899,-0.354785485,1.47565266,0.644505563,0.32402775,-0.558319885,-0.181471229,-0.038425437,-0.151197544,0.105732675,-0.040320388,0.495289907,-0.378586997
BC004199,-0.036968,-0.156488,-0.276888,0.083652,0.141652,-0.053938,-0.000788,0.125412,0.029172,-0.111148,0.456212,0.382712,0.283982,0.279562,-0.361888,-0.224798,0.149832,0.009882,0.142722,0.137462,0.239312,0.269692,-0.423438,-0.170598,0.002932,-0.204028,0.123642,0.199122,0.144572,0.114972,0.263072,0.028532,-0.105758,0.290552,0.084182,-0.057278,0.068922,-0.278148,0.275002,0.131802,0.069042,-0.089688,0.019222,-0.065718,0.137082,0.898594424,0.20455597,0.162764369,0.047348231,1.123066622,-0.119719612,0.224246112,-0.724965059,-0.41156876,0.282196094,0.407784992,0.675084919,0.208468789,0.048402029,0.135150785,1.078821526,-0.271227341,1.416311695,0.636324927,0.263345232,-0.484665452,-0.246446924,-0.188594284,-0.166416433,0.165650306,-0.030817597,0.672254501,-0.377656626
Z92542,0.088624,-0.528756,-0.039316,0.250804,-0.037796,-0.197986,0.048154,-0.351576,-0.190856,-0.173626,0.101414,0.137504,-0.147396,-0.326546,1.873774,-0.072426,0.152764,0.360054,-0.190186,0.198424,-0.246926,-0.034376,0.174094,-0.033946,-0.058876,0.358174,0.589194,-0.338516,0.588264,0.308744,0.469184,0.200194,0.155304,0.140434,0.758244,-0.142196,0.182414,-0.105636,0.195884,0.395054,0.223454,-0.093046,0.154184,0.328094,0.121814,1.045782357,0.477628165,0.251110211,0.140172264,1.175920776,-0.141267156,0.3411273,-0.622774982,-0.392356615,0.34122265,0.431021753,0.631948679,0.23131264,0.058807303,0.127225165,1.10175507,-0.214974619,1.558059392,0.598366504,0.33491678,-0.31577849,-0.3097649,-0.075278958,-0.07658587,0.230935107,0.049755351,0.91749588,-0.279028975
AF087138,0.646006,0.469696,0.041506,0.548556,0.745156,0.464636,0.442726,0.149146,0.359776,0.034546,-0.410374,0.114856,0.332716,0.422156,0.343046,0.451606,0.269896,0.232066,1.026556,0.248596,0.542936,0.078906,0.525296,0.420666,0.793866,-0.043164,-0.097924,0.430346,-0.036604,0.075036,0.286536,-0.347284,0.188866,0.226616,0.351446,0.043986,0.230276,-0.033644,0.629856,0.379296,-0.160284,0.360056,0.093416,0.432546,0.015856,-0.451930378,0.155303325,0.239006595,0.255248389,0.137766999,0.364727281,0.273725617,-0.101524627,-0.32317925,0.313506407,0.506829755,0.511558846,0.150182461,0.001848154,0.470560063,1.179460623,-0.049551402,1.439385908,0.517090066,0.255341277,-0.640320862,-0.328329946,-0.022898415,-0.223254377,0.434869069,-0.074734718,0.4572155,-0.364093612
NM_000355,-0.688282,-0.831502,-1.255272,0.044508,-0.644842,-0.358742,-1.051362,-0.366872,-1.177372,-0.297462,-0.998392,-1.065922,-0.574422,-1.257162,-1.384602,-0.317792,-0.043692,-0.809412,0.352798,0.640668,1.076248,-0.230022,0.119668,0.042838,-0.121222,-0.739402,-0.724942,-1.984092,-0.898422,-1.028152,-0.663882,-1.008652,-0.551482,-0.999392,-0.663232,-1.390202,-0.449922,0.090098,0.516808,0.344818,-0.628412,-0.015082,0.175288,-0.241262,0.672958,0.892251831,0.409236044,0.229021314,0.120803812,1.120162884,-0.156690816,0.368082504,-0.643177393,-0.365132153,0.55700271,0.519681072,0.588220726,0.456643689,0.016057483,-0.01511777,1.156489026,-0.155296411,1.636628215,0.785849343,0.279637279,-0.469619911,-0.31640184,0.001924411,0.069277051,0.365858951,0.063457237,0.723446757,-0.122292815
NM_000408,-0.293292,-0.148872,-0.366742,-0.852682,-0.731772,-0.265152,-0.052272,-0.369582,1.130588,0.032058,-0.105242,-0.434382,-0.581422,-0.414822,0.069978,0.375318,-0.605762,-0.313482,0.546648,-0.522532,-0.694062,-0.632072,0.144218,-0.141752,0.171308,1.590978,0.041028,2.478558,0.357668,-0.660652,-0.644612,1.188798,-0.001612,0.797858,-0.435742,1.355518,-0.188892,-0.019252,-0.468162,0.226978,-0.714572,-0.187892,-0.423512,-0.641432,-0.797182,1.133645568,0.338870713,0.352305811,0.220761405,1.102857394,0.016302244,0.419991448,-0.504577522,-0.312407963,0.497929316,0.525518963,0.593923606,0.30037658,0.035188054,0.070093107,1.237234478,-0.249380878,1.585385331,0.789200782,0.324098048,-0.421618123,-0.231455554,-0.066946873,-0.068799563,0.2849929,-0.072570186,0.59569314,-0.326900069
AL133411,-1.18804,-1.3922,-1.67562,-1.11852,-1.41366,-1.04447,-0.56925,-0.02028,-1.09428,-0.48197,-0.04634,-0.03161,-0.6281,-0.55388,-1.96857,-1.79753,-0.50364,-0.67096,-2.00984,-1.14373,-1.31979,-1.30951,-2.7531,-1.74998,-1.437,-1.89479,-1.0668,-2.26686,-0.6265,-1.48189,-1.59035,-1.62413,-2.14869,-2.50681,-1.58127,-1.55995,-0.31855,-0.7691,-0.91306,-0.9236,-0.87376,-1.44411,-1.60814,-2.2282,-0.73299,0.866777881,0.186002496,0.149969915,0.043533025,1.097199745,-0.13752134,0.236124028,-0.734129179,-0.420647127,0.321795342,0.424267555,0.657030999,0.312664642,0.042364853,0.103874187,1.086469923,-0.254027308,1.454750349,0.645080318,0.233913017,-0.494416256,-0.265637812,-0.187766125,-0.090245804,0.238961602,-0.024064822,0.621448256,-0.345515952
AL121963,0.05915,-0.0802,-0.23449,-0.14712,-0.2124,-0.38291,-0.0026,0.64425,0.3597,-0.422,0.18101,0.11776,0.31872,0.26187,1.01156,0.07736,0.67262,0.40006,-0.23166,0.55839,0.36893,0.05501,0.04157,0.13398,0.1959,0.15727,0.5364,0.14785,0.73033,0.64884,0.43521,-0.03223,0.40584,0.28848,0.31269,1.004,1.40697,1.19398,1.60715,0.79212,1.61496,1.89253,1.88079,1.13384,0.56934,4.165735742,4.563983252,3.620965595,2.769684273,5.253665083,4.641935762,4.007561387,4.010788776,6.215826206,6.172789854,4.482883144,6.284218955,6.097032304,5.593066567,3.815351932,3.984861319,2.606041757,4.871253041,4.867680336,3.110343902,6.775722652,6.034977498,3.675524986,5.796080023,5.8519975,6.060333201,5.770293833,5.986638571
NM_000521,-0.23633,-0.20237,-0.08617,0.28122,-0.49965,-0.15674,-0.41832,0.17964,-1.06747,0.12777,-0.42926,0.80498,-0.20871,-0.30627,-0.88103,-0.04018,-0.45764,-0.49127,0.61385,-0.34967,0.53458,-0.34773,-0.03238,-0.11867,0.2995,-0.98157,-0.44454,-1.37756,-0.85979,-0.72679,-0.45215,-0.73972,-0.13155,-0.48863,-0.54057,-1.16101,-0.69563,-0.15638,0.22364,-0.19972,-0.87284,-0.41506,-0.40725,-0.48364,0.10011,0.315517244,0.444542123,0.458637023,1.264772653,0.439512442,0.775497136,0.27919115,0.808044112,0.566788709,0.372726338,0.431804645,0.209970534,0.465286261,0.155602943,0.40131769,0.443116796,0.514884815,0.533496732,0.256969561,0.253859925,0.317547463,0.34331362,0.563604874,0.443664816,0.497697577,0.336539505,-0.434009646,0.303784054
AC011485,0.684738,1.202688,1.522768,0.768258,0.962988,0.144038,-0.323002,2.154048,0.277878,1.845078,1.833368,1.775198,2.248248,1.686048,2.251248,1.760128,1.373158,1.373788,0.949038,1.643268,1.536608,1.719198,0.543698,0.708018,1.465318,0.299878,0.496618,-1.076292,0.610818,0.335378,0.673848,0.460798,0.577178,-0.016952,0.809808,-0.001582,0.640098,0.078258,0.115558,-0.055812,0.541018,-0.063472,0.067388,0.557588,0.647888,-0.678282439,-0.586964101,-0.876016372,-1.587400124,-0.32894262,-0.19251381,-0.478734539,-0.417196415,0.159619735,-0.570950688,-0.297135378,-0.528500001,-0.457696453,-0.681827951,-0.227511056,-0.30694984,-0.246399949,-0.286869256,-0.293569527,-0.123704755,-0.294943603,-0.019559094,-1.055765189,-0.163518165,0.049108908,0.27380288,-0.0362236,0.035983534
BC006491,0.137562,-0.227028,-0.156768,-0.406368,0.124662,-0.078558,-0.169908,-0.383798,0.317622,-0.061038,0.355782,0.269022,-0.583728,-0.005368,0.148182,-0.224458,-0.366918,-0.152928,-0.148078,0.839442,-0.219358,-0.747818,-0.043528,-0.201368,0.153962,-0.400718,-0.379308,0.002132,-0.702808,-0.019968,-0.209838,-0.545168,-0.327198,-0.229718,-0.494658,0.274672,-0.420678,-0.117308,-0.378228,-0.069078,-0.365248,0.279692,0.430642,-0.304878,-0.472418,-0.0944209,-0.840929978,-0.396791924,-0.313936461,-0.289226335,-0.303349144,-0.340361173,-0.250714231,-0.052317102,-0.331206061,-0.331835298,-0.071921057,-0.16363669,0.489592153,-0.139069494,-0.208149144,-0.138593822,-0.317803038,-0.045887622,0.071746783,-0.230057817,-0.088613792,0.191632008,-0.226837636,0.106522133,0.005773744,0.145032495,-0.14665703
