A2ADX3_HUMAN,4.72475,4.38597,5.02125,4.5536,4.951643639,4.726463639,4.839813639,4.976903639,4.83795,4.67081,4.64468,5.09883,4.26326,4.06743,4.51472,4.66173,4.82775,4.59729,5.01415,5.10716,5.08969,4.91556,4.82307,5.10882,4.89187,4.88096,5.04289,4.99211,4.88442,4.32609,4.39212,4.73578,4.68155,4.75049,4.5457,5.11177,4.94819,4.6494,4.92672,5.201,5.41957,4.39379,4.58834,5.01724,4.96725,4.89614,5.09251,4.7961,4.428803639,4.435853639,4.232743639,4.569723639,4.88312,4.95043,4.67836,5.21326,4.9367,4.46947,5.12425,4.57896,5.13186,4.77004,4.89568,4.7342,4.600703639,4.521853639,4.553773639,4.793723639,4.931243639,4.512403639,4.961873639,4.394393639,4.96229,4.72673,4.50774,4.55395,5.33717,4.45637,4.72783,4.61074,5.036353639,4.699923639,4.901063639,5.120803639,4.67083,4.40713,4.6374,4.51098,4.67127,4.15595,5.11911,5.07389,4.53673,4.55733,4.76303,5.28625,4.23595,4.15423,4.37947,4.5352,5.11836,5.04058,4.94951,5.44934,4.9051,4.75717,4.82509,4.9251,5.05657,4.9515,5.03411,5.09112,4.61859,4.11044,4.42915,4.61751,5.0514,4.37638,4.94223,4.89269,5.21786,4.70842,4.90539,4.96564,4.72336,4.32278,4.27033,4.76724,4.7149,5.05772,4.69582,5.05307,4.65217,4.55447,4.3449,4.50357,4.763353639,4.671793639,4.596873639,4.787853639,4.688173639,4.302033639,4.736673639,4.637313639,4.596623639,4.430583639,4.378653639,4.704543639,5.204903639,4.957633639,4.845623639,4.918523639,4.780853639,4.442583639,4.603563639,4.754613639,4.996563639,4.584323639,4.305623639,4.876193639,4.872113639,4.955323639,4.678193639,4.947973639,4.609743639,4.413913639,4.714113639,4.898123639,4.848533639,4.227133639,4.800523639,4.948473639,4.858163639,4.542003639,4.437603639,4.694753639,5.108503639,4.675573639,4.779233639,4.815103639,5.058533639,4.836213639,5.020433639,5.221843639,4.859033639,4.663263639,4.823203639,4.931953639,4.875093639,4.560633639,4.791823639,4.667403639
AAK1,6.10417,6.33645,6.01329,5.82291,5.789631562,6.127211562,5.966011562,5.780241562,5.63555,6.26076,5.97183,5.85959,5.95282,6.08428,5.8462,5.87891,5.9293,6.07928,5.98839,6.05913,5.72183,6.01892,6.09504,5.70467,6.01572,5.9641,6.08612,6.12326,5.88602,6.22988,6.07186,5.61906,5.72978,6.15962,5.7918,5.77104,5.45232,5.9295,5.76309,5.11341,5.35534,6.35872,5.71789,5.96896,5.58916,5.47046,5.41274,5.6284,5.902201562,5.398291562,5.978871562,5.836341562,5.83379,5.7794,5.84313,4.85058,4.97866,4.84826,5.16152,5.55268,5.16708,5.9329,5.58742,5.66756,5.584131562,5.880191562,5.695461562,5.354171562,5.994601562,6.042881562,5.573751562,5.833761562,5.92027,5.70518,6.00002,6.01115,5.29758,5.80299,5.76947,5.01929,5.954051562,6.340091562,5.668421562,5.697051562,5.74447,5.79467,5.42091,4.84766,5.31833,5.3452,5.12995,5.69168,6.35149,6.31239,5.24216,5.26262,5.71118,6.24688,5.86673,5.41457,4.96633,5.68935,5.73386,5.42707,5.97859,6.01823,5.67611,6.01018,5.76328,5.81111,5.60796,5.95635,5.34775,5.28927,5.89875,5.52543,5.67685,5.8151,5.73736,5.66666,5.64653,6.23038,5.64202,5.92837,6.03624,6.1845,5.06017,5.87688,5.64645,6.03413,5.90393,5.76127,5.44642,5.59665,5.6922,5.64247,6.052481562,6.014201562,5.722451562,5.794141562,5.571241562,6.092811562,5.601051562,5.763711562,5.882621562,5.855371562,5.387601562,5.773871562,5.177831562,5.899661562,5.615721562,5.660331562,5.386571562,6.308541562,5.213861562,5.799651562,5.730561562,6.169981562,5.798311562,5.595441562,5.357201562,5.833801562,5.901831562,5.926801562,5.732811562,5.847811562,5.539901562,5.461401562,5.880161562,5.499341562,5.473171562,5.844671562,5.108081562,5.698541562,5.327491562,5.025621562,4.872691562,5.892271562,5.308921562,5.711591562,5.668231562,6.049061562,5.492811562,5.449881562,5.668211562,5.954891562,5.822071562,6.153061562,5.694451562,6.147171562,5.791151562,5.872771562
AARSD1,4.89605,4.58893,4.54499,4.90129,4.696235721,4.677195721,4.940695721,4.824705721,4.78168,4.83619,4.84741,4.79009,4.77225,4.72454,4.93779,4.9588,5.00849,4.85508,5.03637,4.98289,4.72611,4.71837,5.19749,4.90588,4.92835,5.20679,4.8532,4.91453,5.0691,4.66849,4.98604,4.97557,4.84522,5.23205,5.13595,4.98645,4.96257,4.93653,5.05078,4.90881,4.81695,4.95443,5.05717,5.26477,4.92554,4.83663,5.12833,4.76714,5.057175721,4.798215721,4.677885721,4.667635721,4.96114,4.74395,4.80076,4.82,4.63574,4.57467,5.01049,4.88304,4.71054,4.7636,4.77486,4.89882,4.913045721,4.919315721,4.908365721,4.971705721,4.782625721,4.691105721,4.952525721,4.686975721,4.58714,4.7343,4.87892,5.06352,4.52651,4.90799,5.10695,4.96454,4.935985721,4.938805721,4.930265721,5.024175721,4.78455,4.74148,4.9621,4.67858,4.89247,4.75753,4.84269,4.96779,4.91424,4.68711,4.86066,4.86989,5.35004,4.80342,4.82563,4.96819,4.7048,4.87922,4.70135,4.99059,4.9724,4.69037,4.82815,4.67733,4.96,4.77742,4.44968,5.07041,5.09442,5.18254,4.77881,4.79146,5.26435,4.76946,4.99195,4.98287,5.01046,4.9096,5.00919,4.93276,4.97194,4.71656,4.82758,4.89405,5.20715,4.52826,4.96753,4.90493,4.78053,5.1518,5.05737,4.98815,4.894685721,4.759745721,4.988925721,5.004315721,5.019045721,4.893065721,5.079945721,4.848325721,4.877205721,4.838885721,4.973395721,5.042205721,4.718325721,4.705585721,4.995695721,4.918505721,4.839965721,4.539765721,4.785775721,4.928785721,5.163785721,4.900535721,4.846185721,5.049235721,4.875215721,4.905195721,4.815575721,4.851115721,4.760395721,4.806805721,4.819595721,5.054475721,4.783145721,4.653565721,4.942955721,5.028005721,5.096555721,5.063535721,5.078955721,5.001925721,5.094805721,4.934615721,5.122875721,5.331575721,5.053035721,4.563785721,4.766135721,4.861655721,4.663125721,4.483515721,4.884665721,4.706205721,4.823675721,4.686525721,4.807855721,4.701105721
AASDHPPT,6.03813,5.64805,5.62146,5.82745,6.179642667,6.152212667,5.619382667,5.890272667,5.55056,6.29388,6.28084,6.1458,5.13568,6.1357,6.01504,6.22597,6.13257,5.80767,6.09205,6.09307,6.05195,5.98615,5.91167,5.97351,6.09874,5.92661,6.07205,5.93829,5.62698,6.14476,5.6882,5.66845,5.98523,6.15178,6.16963,5.85223,5.37543,5.8056,5.68387,5.33393,6.05431,6.50521,5.70554,6.15699,6.19494,5.38896,5.86271,5.86346,6.123102667,6.048502667,5.622762667,5.867872667,6.06462,5.64621,5.92646,5.07324,6.03175,5.31053,5.63107,5.95489,5.19842,5.70495,5.94183,5.43292,6.383022667,5.935382667,5.941342667,5.913662667,6.188052667,6.135492667,6.051272667,5.790632667,5.89446,6.1795,5.69336,5.39483,5.55995,5.3452,5.67634,4.4969,6.147662667,6.272602667,6.126822667,5.966362667,5.58758,5.91511,5.25494,5.7214,6.34769,5.87038,6.12255,5.70889,5.84265,6.37817,5.41115,5.6983,5.86787,6.06653,5.93796,5.33514,6.27223,5.63367,5.52116,6.30177,5.85069,5.64542,5.44747,5.86906,5.96851,6.20021,6.23657,6.13987,6.07961,5.32164,5.85675,5.86083,6.03835,5.80002,5.82429,5.89459,5.9999,5.96589,5.92218,6.15576,6.06777,5.96296,5.45154,5.86907,5.99658,5.82557,5.77763,6.0237,5.94935,6.03009,5.94663,6.18841,6.093502667,6.168852667,5.694862667,6.192362667,5.771702667,5.795222667,5.599102667,5.512842667,6.105632667,5.810642667,5.604172667,6.311362667,5.481222667,6.346502667,5.823742667,5.900022667,5.935482667,5.505062667,5.712502667,5.853492667,5.677192667,5.853222667,5.065942667,5.164522667,5.854462667,5.288752667,5.398832667,5.634032667,5.942632667,5.866702667,5.316582667,5.170512667,5.963532667,5.630292667,5.631752667,5.532012667,5.246972667,6.106922667,5.840672667,5.361042667,4.656572667,5.923412667,4.607672667,5.317242667,5.794502667,6.293532667,6.030832667,5.843682667,6.043132667,5.892562667,5.991462667,6.102032667,6.014122667,6.013142667,4.703122667,5.195412667
ABAT,5.26134,5.40487,5.19515,5.57408,5.129440378,5.630570378,5.252710378,5.294740378,5.35039,5.4407,5.45502,5.35723,5.56245,5.1988,5.4079,5.60794,5.27186,5.10589,5.16982,5.38086,5.78187,5.53372,5.68113,5.87798,5.44874,5.52457,5.94208,5.92915,5.43736,5.57065,5.46518,5.85852,5.05764,5.16556,5.16049,5.29577,5.23844,5.32089,5.51011,5.28439,4.88948,5.42472,5.592,5.31642,5.15591,5.68803,5.46365,5.61956,5.792580378,5.844910378,5.745580378,5.658260378,5.23032,5.09249,5.33476,4.79325,4.89138,4.95405,5.20665,5.40287,5.18852,5.7112,6.03843,5.81151,5.182990378,5.563810378,5.602630378,5.341250378,4.967020378,5.193400378,5.333320378,5.011260378,5.20837,5.20213,5.7795,5.12526,5.13249,6.05898,5.89609,5.00893,5.388590378,5.396940378,5.715020378,5.624360378,5.65354,5.81755,5.99542,4.58985,5.05666,5.50587,5.16815,5.32157,5.18098,5.02594,5.03118,4.82513,5.64218,5.40849,5.69964,4.87319,4.3508,5.4329,5.11749,5.23997,5.7345,5.69086,6.21605,5.98876,5.31322,5.34458,5.43282,5.40699,4.58978,4.78346,5.70398,5.20823,5.25662,5.23408,5.09826,5.10801,5.11489,5.6816,5.69151,5.4553,5.13745,5.309,5.08412,5.44992,5.46365,5.63845,5.67043,5.25397,5.21138,5.88304,6.52181,5.80543,5.068590378,5.331290378,5.533240378,5.303470378,5.616180378,5.406090378,5.839790378,5.859490378,5.341120378,5.287990378,5.206530378,5.276150378,5.091880378,5.226270378,5.807690378,5.300380378,4.847290378,5.598940378,5.849130378,5.401210378,5.330620378,5.377910378,5.635260378,5.917260378,5.133840378,5.556990378,5.821050378,5.714820378,5.218080378,5.276760378,5.468250378,5.440920378,5.697060378,5.554400378,5.301690378,5.321300378,4.937590378,5.016880378,5.582210378,5.241610378,5.065020378,4.939470378,5.849960378,5.154620378,4.700050378,5.137170378,4.801000378,5.042360378,5.307220378,5.305260378,5.301070378,4.885430378,4.852240378,4.987500378,4.910550378,4.913030378
ABCA1,5.25333,6.16439,4.84994,5.31202,5.630996251,6.080426251,5.277326251,5.087646251,5.21839,5.52797,5.23834,6.43956,4.74048,5.73458,5.6386,5.66908,5.03664,6.19622,4.66608,5.79841,4.73568,5.74671,5.08668,5.87877,5.33052,5.88303,5.16283,5.41678,5.08756,5.54463,5.83321,4.74237,5.21274,5.08593,4.97337,4.99019,5.56263,6.0769,5.65232,5.44164,4.76386,5.72869,4.85638,4.69666,4.8421,5.36676,4.66247,4.60107,4.083426251,4.025006251,4.603246251,4.266956251,5.06695,5.62476,5.02777,4.45667,5.19657,5.47738,4.69664,5.91531,4.53444,5.3301,4.75077,4.30856,5.200236251,5.598586251,5.407186251,4.735146251,4.804156251,5.862016251,4.442386251,5.714456251,4.69532,5.10642,5.2828,5.21576,4.68682,4.88262,5.18332,4.69451,5.415466251,5.727436251,6.143026251,5.579376251,5.86631,5.1719,5.56059,4.54859,4.74119,4.72642,4.70117,5.62852,4.46027,5.21413,4.48544,4.41915,4.38581,6.28082,4.79463,4.63945,4.53151,4.7291,4.86494,4.18121,5.30025,5.46459,5.73095,4.63279,4.91428,5.69098,5.39429,5.31034,4.52342,4.87421,5.12158,4.95582,4.68558,5.0754,4.8333,5.21037,4.80991,6.01833,4.66311,4.78593,4.73086,5.66029,4.35679,4.61232,4.55951,4.80703,4.59331,4.46088,4.91541,5.18798,4.7805,4.9781,5.323556251,5.359006251,5.584666251,5.268866251,4.642976251,5.207866251,5.039416251,5.227996251,4.703176251,5.215096251,5.020926251,4.921496251,5.121526251,5.004736251,5.696046251,5.451896251,5.402436251,5.423496251,4.519556251,5.336016251,5.206826251,5.593696251,6.437256251,4.683806251,5.587006251,5.432676251,5.937716251,5.409846251,5.045116251,5.971136251,5.679726251,4.998966251,4.674456251,5.468996251,4.594726251,4.550116251,4.507856251,4.557546251,5.063726251,4.744636251,4.379046251,5.030666251,4.312746251,4.472146251,4.495566251,5.298796251,4.747836251,4.827516251,5.373146251,5.930086251,4.791666251,4.756856251,4.822146251,5.005406251,4.589896251,4.938416251
ABCC3,5.66713,5.29161,6.04806,5.70634,5.629672539,5.703752539,6.307672539,5.761752539,5.46346,5.54222,5.66542,5.26133,7.09836,5.92016,6.23702,6.33999,6.1489,5.82786,5.86922,5.62076,6.16559,6.12639,6.13516,6.09625,5.60954,5.60716,5.96238,5.41627,6.08866,5.50293,6.17905,6.66181,5.60231,5.38392,6.35899,5.91743,6.2691,6.08286,7.02138,6.15925,5.28702,5.44716,6.52645,5.53756,5.4259,6.2993,6.21208,5.46556,6.399992539,6.315432539,6.114792539,6.178172539,5.08378,5.24588,5.85577,5.24403,5.51567,5.02897,5.59264,6.02796,4.87136,5.7133,6.47323,6.25987,5.575032539,5.949842539,5.872342539,5.645262539,5.322282539,5.176402539,5.762472539,5.357232539,5.0804,5.12459,5.6629,5.83592,5.85966,6.36003,6.47385,5.1037,5.650562539,5.617642539,6.115052539,6.604812539,5.98367,5.56586,6.19537,5.21058,5.56877,6.06696,5.85224,5.93658,5.28575,5.2941,5.65743,5.42443,6.61942,5.32349,6.34385,6.10266,5.07332,5.61171,5.64825,5.51991,5.97844,5.92803,6.30871,5.93274,5.41833,5.26749,5.71269,5.95192,4.79568,5.26722,5.80589,5.62732,6.04145,6.3161,5.5873,5.88711,5.73023,5.67562,6.44854,6.18706,6.05479,5.85956,5.82204,5.88926,5.46653,6.04053,6.35587,5.74525,5.67415,6.31188,7.09462,6.30282,5.803302539,5.898172539,6.835842539,6.329952539,5.927922539,5.744092539,5.982372539,5.623012539,5.593152539,5.608892539,5.457192539,5.541092539,6.427552539,5.871732539,7.220012539,6.363492539,5.811892539,6.479092539,7.043362539,5.974722539,6.134122539,5.517372539,6.010722539,6.358852539,5.432872539,5.241322539,6.179502539,6.303592539,5.278752539,5.040612539,5.549902539,5.862122539,5.546362539,5.438802539,5.431742539,5.345722539,5.391092539,5.086482539,6.195842539,4.958542539,6.007242539,5.342472539,6.714792539,6.183802539,5.413732539,5.331892539,5.835802539,5.631842539,5.277482539,5.285392539,5.791312539,4.927862539,5.954842539,5.602352539,6.032192539,5.864292539
ABCC4,6.05998,5.16779,6.08318,5.66304,5.233143277,5.496333277,6.349813277,5.123233277,4.34259,5.38164,5.54821,4.66757,7.808,6.5493,7.33634,7.39285,6.30855,6.00014,5.98045,5.31419,6.17512,6.11468,6.9317,5.81218,6.26375,5.88982,6.56727,5.37981,5.49983,5.93078,6.62073,6.52921,6.03192,6.39824,7.08644,6.43122,5.92802,6.44106,7.39171,6.39366,5.15346,5.98338,7.09987,6.11134,6.21051,7.15108,7.28558,6.39156,6.817543277,7.224733277,6.695403277,6.773683277,6.30127,5.63736,6.30305,5.40678,6.83046,4.89422,6.733,6.99735,5.49756,6.37899,8.14123,7.16084,6.571203277,6.794853277,6.817783277,6.645723277,5.931263277,5.208843277,6.014453277,5.519343277,5.99597,5.83613,6.21538,6.78562,6.95093,7.33514,8.19853,6.112,5.378793277,5.376583277,6.379453277,6.739473277,6.52458,6.29552,7.22053,5.90493,5.86188,5.90569,6.3472,6.79439,5.83787,5.27533,5.06779,4.90833,7.10695,5.9727,7.46049,6.74299,5.83591,5.94639,6.42548,5.97477,8.06614,7.24987,7.09421,6.9347,6.24177,6.51202,7.0017,7.1342,5.32641,5.18945,7.15398,6.70568,7.33464,7.45532,7.29793,7.81166,6.53877,6.31984,7.20354,6.65413,7.02215,7.29528,7.36336,7.48735,6.21541,6.76961,7.59705,6.2093,6.40912,7.11742,7.88438,7.10263,6.799513277,6.879223277,8.114273277,7.203493277,6.571883277,6.162503277,6.341653277,6.113153277,5.904563277,6.169663277,7.016643277,5.961713277,5.717883277,5.310593277,6.737693277,5.878323277,7.399013277,7.972853277,8.918823277,6.858923277,7.197093277,6.657813277,6.913613277,7.658973277,5.381653277,4.713173277,6.333783277,6.302423277,5.556813277,5.015073277,5.377783277,6.399613277,5.557153277,6.558113277,6.380863277,5.960303277,5.382083277,5.394963277,6.940083277,5.124633277,7.052653277,6.246803277,7.813873277,7.442023277,7.414113277,6.201673277,7.295883277,6.304693277,5.728303277,5.801063277,6.772543277,5.147583277,5.711623277,5.953573277,5.740713277,5.241123277
ABCE1,7.05232,6.27461,5.67644,6.78078,6.905424826,6.547424826,6.228784826,6.967974826,5.77385,6.73481,7.04838,6.68347,5.67156,6.33023,6.44373,6.76144,6.80878,6.58165,6.93777,6.76709,6.55493,6.40454,6.24644,6.13543,7.05198,6.21719,6.7675,6.61704,6.38286,6.66207,6.06712,6.21039,7.06359,7.16436,6.40155,6.88931,6.16396,6.46277,6.38482,6.11421,5.68095,6.77788,6.45138,6.9968,6.72303,5.19475,5.88727,5.87401,6.204644826,6.592834826,6.068794826,6.059884826,6.96472,5.98401,6.71259,5.81543,5.79596,5.1871,5.917,6.68536,6.77801,5.87334,6.06784,6.08176,7.148964826,6.318914826,6.373474826,6.765624826,6.622354826,6.099434826,6.548634826,6.139834826,7.41085,6.70435,6.56894,6.32966,6.43436,5.65651,6.44598,5.72863,6.771424826,6.533404826,6.096064826,6.038414826,5.78911,6.4515,5.67381,5.37779,6.67418,5.98946,6.4694,5.96032,6.74275,6.98194,5.40192,5.91147,6.28584,6.16965,6.4831,5.64055,7.25581,6.00779,6.2796,6.76469,5.93532,5.75863,5.9801,6.24647,6.97049,6.01266,5.95726,6.99605,7.13008,4.77083,6.12529,6.2269,6.84632,6.67752,6.69019,7.00524,6.94404,6.56527,6.82444,6.87365,6.73511,6.27777,6.05731,7.05423,7.10064,6.06003,6.8934,7.28956,6.35556,6.60409,6.29272,6.72038,6.527844826,5.894494826,5.395134826,6.601304826,6.619884826,5.848244826,6.109024826,6.164634826,6.902804826,6.079924826,6.713954826,6.893184826,6.122104826,6.506314826,6.561454826,6.821804826,6.713264826,5.969944826,5.448634826,6.654764826,6.127194826,5.904844826,4.789754826,5.666234826,6.072744826,5.384094826,5.706864826,6.278354826,6.492684826,5.892554826,5.475574826,5.981444826,6.575864826,6.272154826,6.005054826,6.607704826,6.011104826,6.988864826,6.839234826,6.332334826,6.223174826,6.628934826,5.674334826,6.254794826,7.029754826,6.621544826,6.896724826,5.905614826,6.378464826,5.384964826,6.166274826,6.919844826,6.239634826,6.399514826,5.045324826,5.747284826
ABHD12B,3.93629,4.14089,4.21281,3.79376,4.570495027,4.839595027,3.879915027,3.894825027,4.13788,3.92529,3.75736,3.97962,3.9306,4.14342,3.66968,3.69354,4.01381,4.74247,4.09192,4.31771,3.68511,3.96408,4.40992,4.32123,3.90837,4.2996,3.99707,4.82125,3.92945,4.03567,3.98156,3.66496,4.13077,3.99434,3.84609,3.8925,3.69226,3.95313,4.14258,4.05648,4.51858,4.00718,4.1475,4.16822,4.0748,4.45186,4.11729,4.50854,3.867335027,4.145345027,4.311915027,4.260655027,4.52438,4.03761,3.96129,4.10907,4.06348,4.62386,4.47325,4.65229,4.66311,4.46088,4.15494,3.88418,3.701595027,3.940755027,4.140655027,3.624715027,3.881645027,4.390915027,3.696815027,4.866555027,4.27189,4.67555,4.38745,4.49298,3.74049,4.19568,3.8996,4.47162,3.776905027,4.500705027,5.015415027,3.875735027,4.30024,4.27686,4.37387,4.1088,3.82616,4.46609,3.93158,4.07721,4.32311,4.4964,4.12501,4.12232,4.27231,4.14601,3.94097,3.55943,4.32507,3.91755,3.89722,3.64436,3.8626,3.93956,4.30668,4.45887,3.83108,4.46197,3.99401,4.17385,4.41743,4.11695,4.15391,4.03288,3.83655,3.80524,4.30666,3.86891,4.29599,4.35839,3.73927,4.16081,3.83623,4.18906,4.39036,4.19776,4.0398,3.98598,4.2226,3.92523,4.16743,3.60332,3.68299,3.67383,4.608015027,4.766345027,4.451775027,4.077085027,4.325055027,4.661255027,4.127565027,4.569825027,4.162135027,4.146845027,3.894225027,3.847375027,3.728155027,3.520275027,3.887175027,3.861285027,3.638375027,4.027215027,3.728625027,4.216935027,4.201815027,4.273115027,5.409475027,3.976645027,3.986355027,3.882055027,4.677215027,4.030985027,4.261785027,4.737865027,4.249825027,3.788105027,3.896765027,4.257645027,3.895555027,4.532415027,3.700965027,4.405935027,3.886365027,3.923225027,3.827195027,4.491795027,3.713885027,4.066825027,4.149935027,4.304245027,4.032135027,3.992585027,4.177155027,4.893115027,4.094625027,3.805455027,3.934695027,4.773275027,4.172445027,3.925885027
